Zona;piso;Estrato;precio_millon;Area_contruida;parqueaderos;Banos;Habitaciones;Tipo;Barrio;cordenada_longitud;Cordenada_latitud
Zona Norte;4;5;320;86;1;2;3;Apartamento;urbanización la flora;-76,526;3,434
Zona Norte;NA;5;390;90;1;2;2;Apartamento;urbanización la flora;-76,526;3,434
Zona Sur;NA;5;670;191;2;3;3;Apartamento;seminario;-76,526;3,434
Zona Oeste;NA;6;980;320;2;5;3;Apartamento;santa teresita;-76,526;3,434
Zona Oeste;NA;6;980;307;3;6;4;Apartamento;santa teresita;-76,526;3,467
Zona Centro;NA;3;180;100;NA;2;2;Apartamento;santa rosa;-76,526;3,434
Zona Norte;NA;5;660;194;2;3;3;Apartamento;santa monica norte;-76,526;3,434
Zona Norte;7;5;365;188;NA;2;3;Apartamento;san vicente;-76,526;3,467
Zona Sur;3;3;113;60;1;1;3;Apartamento;samanes;-76,526;3,385
Zona Sur;2;3;165;89;NA;2;4;Apartamento;samanes de guadalupe;-76,526;3,405
Zona Sur;NA;4;150;68;NA;2;3;Apartamento;el refugio;-76,526;3,434
Zona Sur;NA;5;370;100;2;2;3;Apartamento;quintas de don;-76,526;3,404
Zona Norte;1;5;204;74;1;2;3;Apartamento;prados del norte;-76,526;3,476
Zona Oeste;NA;5;340;110;1;2;3;Apartamento;el peñon;-76,526;3,434
Zona Oeste;NA;5;340;110;1;2;3;Apartamento;el peñon;-76,526;3,434
Zona Oeste;NA;6;270;62;1;2;2;Apartamento;normandía;-76,526;3,434
Zona Oeste;NA;6;639;125;2;3;3;Apartamento;normandía;-76,526;3,465
Zona Oeste;NA;6;597;119;2;3;3;Apartamento;normandía;-76,526;3,465
Zona Sur;NA;5;395;130;NA;3;4;Apartamento;multicentro;-76,526;3,434
Zona Norte;NA;4;200;60;1;2;2;Apartamento;menga;-76,526;3,488
Zona Oriente;NA;3;90;60;1;2;3;Apartamento;los guaduales;-76,526;3,434
Zona Norte;NA;3;70;46;1;1;3;Apartamento;los alcázares;-76,526;3,404
Zona Sur;5;3;118;58;NA;1;3;Apartamento;el limonar;-76,526;3,435
Zona Norte;2;5;250;70;1;2;3;Apartamento;laflora;-76,526;3,434
Zona Oeste;1;6;650;224;2;5;3;Apartamento;juanambú;-76,526;3,434
Zona Sur;NA;5;480;260;1;5;5;Apartamento;ingenio;-76,526;3,404
Zona Sur;3;5;200;84;1;3;2;Apartamento;el ingenio iii;-76,526;3,382
Zona Sur;5;5;290;91;2;2;3;Apartamento;el ingenio iii;-76,526;3,38
Zona Sur;4;5;270;110;2;3;3;Apartamento;el ingenio iii;-76,526;3,38
Zona Sur;5;4;185;65;1;2;3;Apartamento;la hacienda;-76,526;3,397
Zona Sur;NA;5;250;69;1;2;3;Apartamento;la hacienda;-76,526;3,396
Zona Norte;4;5;235;101;1;2;3;Apartamento;la flora;-76,526;3,434
Zona Norte;NA;5;350;118;2;4;3;Apartamento;la flora;-76,526;3,399
Zona Sur;NA;6;450;165;2;3;3;Apartamento;ciudad jardín;-76,526;3,394
Zona Sur;8;6;650;183;2;3;3;Apartamento;ciudad jardín;-76,526;3,434
Zona Sur;5;4;135;49;1;2;2;Apartamento;caney;-76,526;3,434
Zona Sur;NA;4;142;51;NA;2;2;Apartamento;caney;-76,526;3,384
Zona Sur;2;4;158;62;NA;2;2;Apartamento;caney;-76,526;3,384
Zona Sur;NA;4;145;51;NA;2;2;Apartamento;caney;-76,526;3,384
Zona Sur;3;3;125;60;1;1;3;Apartamento;cañaverales;-76,526;3,385
Zona Sur;1;4;130;58;1;1;3;Apartamento;cañaverales;-76,526;3,401
Zona Sur;5;3;115;57;1;1;3;Apartamento;cañaverales;-76,526;3,39932
Zona Norte;NA;3;115;54;1;1;3;Apartamento;brisas de los;-76,526;3,434
Zona Norte;NA;4;125;60;1;1;3;Apartamento;Brisas De Los;-76,526;3,404
Zona Norte;NA;3;112;58;1;2;3;Apartamento;brisas de los;-76,526;3,472
Zona Sur;NA;5;280;90;1;2;3;Apartamento;bochalema;-76,526;3,434
Zona Norte;NA;3;145;58;1;2;2;Apartamento;alamos;-76,526;3,434
Zona Oeste;NA;6;870;295;2;3;3;Apartamento;aguacatal;-76,526;3,453
Zona Sur;3;4;340;179;1;4;5;Casa;zona sur;-76,52604;3,4049
Zona Sur;2;6;679;250;2;6;5;Casa;pance;-76,52604;3,33574
Zona Sur;2;6;1550;420;3;6;4;Casa;pance;-76,52604;3,3504
Zona Norte;1;4;240;98;1;3;4;Apartamento;la flora;-76,52604;3,4735
Zona Sur;7;4;170;55;NA;2;2;Apartamento;la hacienda;-76,52605;3,3965
Zona Sur;3;5;440;210;2;5;5;Casa;san joaquín;-76,52605;3,37771
Zona Norte;7;5;210;117;1;3;4;Apartamento;san vicente;-76,52606;3,46861
Zona Norte;NA;5;450;210;NA;4;4;Casa;acopi;-76,52607;3,37606
Zona Sur;3;6;460;130;2;5;5;Casa;pance;-76,5261;3,35817
Zona Sur;NA;4;145;62;1;2;3;Apartamento;valle del lili;-76,52612;3,36843
Zona Sur;2;6;850;400;3;5;3;Casa;ciudad jardín;-76,52613;3,35569
Zona Sur;NA;5;300;112;1;3;4;Apartamento;el ingenio;-76,52613;3,38058
Zona Sur;3;5;330;98;1;3;3;Casa;valle del lili;-76,52616;3,46978
Zona Sur;2;5;285;119;1;4;3;Casa;valle del lili;-76,52616;3,46978
Zona Sur;11;4;210;68;NA;2;3;Apartamento;valle del lili;-76,52616;3,46978
Zona Sur;11;5;210;68;1;2;3;Apartamento;valle del lili;-76,52616;3,46978
Zona Sur;10;5;260;78;1;2;3;Apartamento;valle del lili;-76,52616;3,46978
Zona Sur;3;5;200;68;1;2;3;Apartamento;valle del lili;-76,52616;3,46978
Zona Sur;5;5;245;78;1;2;3;Apartamento;valle del lili;-76,52616;3,46978
Zona Sur;8;5;250;78;NA;2;3;Apartamento;valle del lili;-76,52616;3,46978
Zona Sur;8;5;245;78;NA;2;3;Apartamento;valle del lili;-76,52616;3,46978
Zona Sur;8;5;230;78;1;2;3;Apartamento;valle del lili;-76,52616;3,46978
Zona Sur;4;5;270;100;2;2;3;Apartamento;el ingenio;-76,52618;3,38052
Zona Sur;NA;3;350;624;NA;0;0;Casa;santa elena;-76,52618;3,4281
Zona Sur;3;5;440;210;2;5;5;Casa;san joaquín;-76,52621;3,37787
Zona Sur;1;5;470;180;NA;4;4;Casa;el ingenio;-76,52621;3,37787
Zona Sur;1;5;550;350;2;4;4;Casa;san joaquín;-76,52621;3,37533
Zona Norte;NA;5;480;353;1;5;4;Casa;el bosque;-76,52623;3,4853
Zona Norte;NA;5;260;138;NA;4;3;Apartamento;Cali;-76,52628;3,38525
Zona Sur;4;6;419;181;2;3;3;Apartamento;multicentro;-76,52628;3,434
Zona Sur;5;3;75;48;NA;1;2;Apartamento;zona sur;-76,52629;3,43252
Zona Sur;1;3;75;40;NA;1;2;Apartamento;melendez;-76,52629;3,43252
Zona Sur;3;5;280;105;1;3;4;Apartamento;el ingenio;-76,52629;3,3804
Zona Sur;3;5;290;101;2;3;4;Apartamento;el ingenio;-76,52629;3,3804
Zona Sur;6;6;328;93;1;3;3;Apartamento;ciudad jardín;-76,5263;3,36477
Zona Norte;NA;4;150;63;NA;2;2;Apartamento;acopi;-76,52634;3,37111
Zona Norte;NA;4;150;59;NA;2;3;Apartamento;acopi;-76,52634;3,37111
Zona Sur;5;6;590;135;2;5;4;Apartamento;pance;-76,52634;3,45413
Zona Norte;1;5;1500;400;2;3;4;Casa;menga;-76,52636;3,49331
Zona Sur;4;5;350;104;1;3;4;Apartamento;la hacienda;-76,52636;3,39387
Zona Sur;4;4;165;59;NA;2;2;Apartamento;ciudad bochalema;-76,52638;3,43409
Zona Sur;NA;4;180;65;1;2;3;Apartamento;guadalupe;-76,52639;3,40092
Zona Norte;NA;5;340;240;2;5;6;Casa;la campiña;-76,5264;3,48211
Zona Sur;4;5;240;86;1;2;3;Apartamento;multicentro;-76,52643;3,43435
Zona Sur;7;5;320;80;1;2;3;Apartamento;el ingenio 3;-76,52643;3,38071
Zona Sur;2;6;600;170;2;4;4;Casa;san joaquín;-76,52644;3,37595
Zona Sur;3;5;320;98;2;2;3;Apartamento;multicentro;-76,52645;3,43402
Zona Norte;7;5;415;118;2;5;0;Apartamento;chipichape;-76,52645;3,47802
Zona Sur;2;6;730;260;1;6;6;Casa;ciudad jardín;-76,52646;3,43308
Zona Norte;8;5;300;152;1;3;3;Apartamento;versalles;-76,52646;3,46426
Zona Sur;9;5;300;87;2;2;3;Apartamento;el ingenio;-76,52647;3,3797
Zona Sur;3;5;720;195;2;5;5;Casa;el ingenio;-76,52647;3,38504
Zona Norte;NA;5;190;68;NA;2;2;Apartamento;Cali;-76,52647;3,37135
Zona Sur;9;6;350;88;2;3;3;Apartamento;el ingenio;-76,52647;3,38007
Zona Sur;NA;3;350;110;3;3;4;Casa;cañaverales;-76,52648;3,40202
Zona Sur;1;5;470;180;NA;3;4;Casa;el ingenio;-76,52649;3,37774
Zona Sur;3;5;340;98;1;3;3;Apartamento;la hacienda;-76,5265;3,39307
Zona Sur;4;4;160;61;NA;1;2;Apartamento;bosques del limonar;-76,52653;3,43217
Zona Sur;9;6;285;81;1;2;3;Apartamento;ciudad jardín;-76,52654;3,36404
Zona Centro;2;3;150;96;NA;2;4;Casa;junin;-76,52656;3,43449
Zona Sur;5;5;220;56;1;2;2;Apartamento;el ingenio;-76,52656;3,38268
Zona Sur;11;6;315;85;1;2;3;Apartamento;ciudad jardín;-76,52656;3,36383
Zona Sur;NA;6;480;186;2;5;4;Casa;ciudad jardín;-76,52658;3,35737
Zona Sur;2;6;700;243;5;6;5;Casa;ciudad jardín;-76,52659;3,36336
Zona Sur;5;4;140;64;1;2;3;Apartamento;las granjas;-76,52659;3,40876
Zona Sur;2;5;267;77;1;2;2;Apartamento;el ingenio;-76,52659;3,38273
Zona Sur;3;5;260;86;1;4;3;Apartamento;el ingenio;-76,5266;3,38534
Zona Sur;NA;6;320;96;1;3;3;Apartamento;ciudad jardín;-76,5266;3,36437
Zona Norte;NA;6;620;480;NA;5;5;Apartamento;acopi;-76,52662;3,36322
Zona Norte;NA;5;900;296;4;4;4;Apartamento;versalles;-76,52664;3,46065
Zona Sur;NA;6;320;96;1;3;3;Apartamento;ciudad jardín;-76,52664;3,36432
Zona Sur;1;5;248;73;1;2;3;Apartamento;ciudad jardín;-76,52664;3,36417
Zona Sur;NA;6;780;500;3;8;9;Casa;el ingenio;-76,52665;3,38397
Zona Norte;2;5;650;339;2;3;4;Casa;versalles;-76,52669;3,46819
Zona Sur;2;5;550;332;2;4;5;Casa;san joaquín;-76,5267;3,37721
Zona Sur;NA;3;285;200;1;5;4;Casa;el guabal;-76,5267;3,41457
Zona Sur;1;4;220;72;1;2;3;Apartamento;ciudad bochalema;-76,5267;3,46782
Zona Sur;3;4;360;215;1;6;6;Casa;zona sur;-76,52673;3,40436
Zona Sur;2;4;430;350;1;4;5;Casa;colseguros;-76,52673;3,42799
Zona Sur;5;5;240;68;1;2;3;Apartamento;zona sur;-76,52673;3,37677
Zona Norte;3;4;300;287;1;3;4;Apartamento;la campiña;-76,52673;3,47907
Zona Norte;2;5;280;105;1;3;3;Apartamento;prados del norte;-76,52675;3,46729
Zona Centro;2;3;700;300;6;5;4;Casa;guayaquil;-76,52678;3,44086
Zona Centro;NA;3;245;255;1;3;4;Casa;guayaquil;-76,52679;3,43867
Zona Norte;3;5;490;118;2;4;4;Casa;acopi;-76,5268;3,37823
Zona Norte;3;3;150;67;1;2;2;Apartamento;la campiña;-76,52681;3,48091
Zona Norte;11;5;460;95;2;2;3;Apartamento;norte la flora;-76,52682;3,47316
Zona Sur;9;6;285;81;1;2;3;Apartamento;ciudad jardín;-76,52682;3,36385
Zona Norte;1;4;650;220;NA;7;7;Casa;san vicente;-76,52683;3,46778
Zona Norte;1;6;580;150;2;3;3;Apartamento;chipichape;-76,52685;3,47832
Zona Sur;3;6;660;171;2;4;3;Casa;pance;-76,52686;3,34404
Zona Sur;3;3;243;160;NA;3;6;Casa;las granjas;-76,52686;3,40933
Zona Sur;2;6;780;289;3;5;5;Casa;pance;-76,5269;3,33924
Zona Sur;6;4;152;68,23;1;4;4;Apartamento;colseguros;-76,52692;3,43146
Zona Sur;3;3;135;70;1;1;3;Apartamento;las granjas;-76,52694;3,40966
Zona Norte;2;4;660;339;6;4;4;Casa;versalles;-76,527;3,464
Zona Sur;NA;4;150;63;NA;2;3;Casa;valle del lili;-76,527;3,401
Zona Sur;NA;4;280;100;1;2;3;Casa;valle del lili;-76,527;3,371
Zona Norte;2;4;400;317;4;5;6;Casa;san vicente;-76,527;3,469
Zona Sur;2;5;550;200;2;4;3;Casa;san joaquin;-76,527;3,376
Zona Centro;2;4;450;228;1;3;6;Casa;san antonio;-76,527;3,441
Zona Sur;NA;5;350;114;1;2;3;Casa;prados del limonar;-76,527;3,389
Zona Sur;3;5;550;270;3;5;6;Casa;prados del limonar;-76,527;3,418
Zona Sur;NA;6;800;350;2;4;3;Casa;pance;-76,527;3,336
Zona Sur;2;6;825;350;3;4;3;Casa;pance;-76,527;3,336
Zona Sur;1;6;1700;463;6;5;4;Casa;pance;-76,527;3,457
Zona Norte;NA;3;310;340;NA;3;8;Casa;las granjas;-76,527;3,401
Zona Centro;1;3;260;126;1;1;3;Casa;junín;-76,527;3,438
Zona Sur;2;3;150;93;NA;1;4;Casa;junín;-76,527;3,434
Zona Sur;NA;5;650;194;2;5;5;Casa;el ingenio;-76,527;3,386
Zona Sur;2;5;610;400;2;5;3;Casa;el ingenio iii;-76,527;3,384
Zona Sur;3;5;650;229;4;5;5;Casa;el ingenio iii;-76,527;3,385
Zona Sur;NA;5;750;400;2;6;7;Casa;el ingenio iii;-76,527;3,386
Zona Sur;4;5;720;584;1;5;5;Casa;el ingenio iii;-76,527;3,386
Zona Sur;NA;3;450;220;1;3;6;Casa;el guabal;-76,527;3,415
Zona Sur;NA;6;800;243;1;7;4;Casa;ciudad jardín;-76,527;3,358
Zona Norte;NA;4;380;240;NA;4;3;Apartamento;versalles;-76,527;3,469
Zona Norte;3;5;320;165;2;3;4;Apartamento;versalles;-76,527;3,465
Zona Norte;2;4;240;103;1;2;3;Apartamento;versalles;-76,527;3,465
Zona Norte;9;5;650;320;2;5;4;Apartamento;versalles;-76,527;3,464
Zona Sur;2;4;153;60;NA;2;2;Apartamento;valle del lili;-76,527;3,371
Zona Sur;3;4;165;60;NA;2;3;Apartamento;valle del lili;-76,527;3,371
Zona Oeste;3;6;1150;198;3;4;3;Apartamento;santa teresita;-76,527;3,441
Zona Oeste;8;6;580;294;1;6;3;Apartamento;el peñon;-76,527;3,476
Zona Sur;2;6;560;130;2;3;3;Apartamento;pance;-76,527;3,446
Zona Norte;10;6;580;243;2;3;3;Apartamento;menga;-76,527;3,493
Zona Sur;NA;4;350;110;2;3;3;Apartamento;el limonar;-76,527;3,394
Zona Sur;2;3;145;59;NA;2;3;Apartamento;las granjas;-76,527;3,408
Zona Sur;NA;5;335;98;1;2;3;Apartamento;el ingenio;-76,527;3,382
Zona Sur;2;5;295;103;2;2;3;Apartamento;el ingenio ii;-76,527;3,38
Zona Sur;2;5;335;94;1;2;3;Apartamento;el ingenio;-76,527;3,381
Zona Sur;3;4;275;125;1;3;3;Apartamento;el ingenio iii;-76,527;3,384
Zona Sur;NA;5;450;188;2;2;2;Apartamento;el ingenio iii;-76,527;3,382
Zona Sur;4;5;240;120;1;3;3;Apartamento;el ingenio iii;-76,527;3,383
Zona Sur;1;4;370;120;2;3;3;Apartamento;la hacienda;-76,527;3,394
Zona Sur;5;5;360;105;1;3;3;Apartamento;la hacienda;-76,527;3,394
Zona Sur;NA;4;360;110;2;3;3;Apartamento;la hacienda;-76,527;3,394
Zona Sur;NA;3;115;68;1;2;3;Apartamento;el guabal;-76,527;3,415
Zona Sur;NA;6;330;85;1;3;3;Apartamento;ciudad jardín;-76,527;3,364
Zona Sur;12;4;310;84;1;2;3;Apartamento;ciudad jardín;-76,527;3,364
Zona Sur;NA;5;245;50;1;1;1;Apartamento;ciudad jardín;-76,527;3,345
Zona Sur;11;6;300;94;1;2;3;Apartamento;ciudad jardín;-76,527;3,365
Zona Sur;5;5;320;92;NA;0;3;Apartamento;ciudad jardín;-76,527;3,365
Zona Sur;8;6;300;91;1;2;3;Apartamento;ciudad jardín;-76,527;3,365
Zona Sur;10;6;330;93;1;3;3;Apartamento;ciudad jardín;-76,527;3,364
Zona Sur;12;4;350;98;1;2;3;Apartamento;ciudad jardín;-76,527;3,364
Zona Norte;12;6;435;90;2;3;3;Apartamento;chipichape;-76,527;3,48
Zona Sur;NA;4;145;53;NA;2;2;Apartamento;caney;-76,527;3,385
Zona Norte;NA;6;310;93;NA;3;3;Apartamento;acopi;-76,52701;3,36394
Zona Oeste;NA;5;480;245;NA;4;3;Apartamento;norte;-76,52702;3,45393
Zona Sur;5;6;290;83;1;2;3;Apartamento;ciudad jardín;-76,52703;3,3644
Zona Sur;11;5;300;94;2;2;3;Apartamento;zona sur;-76,52707;3,36406
Zona Norte;4;4;190;104,12;1;3;3;Apartamento;san vicente;-76,52707;3,46279
Zona Sur;NA;5;210;66;NA;2;1;Apartamento;el ingenio;-76,52707;3,38268
Zona Sur;11;6;315;84;1;2;3;Apartamento;ciudad jardín;-76,52707;3,36417
Zona Sur;10;5;360;110;2;3;3;Apartamento;ciudad jardín;-76,52707;3,36406
Zona Sur;NA;5;360;106;2;3;4;Apartamento;ciudad jardín;-76,52707;3,36406
Zona Sur;9;5;310;90;2;2;3;Apartamento;ciudad jardín;-76,52707;3,36406
Zona Norte;3;5;300;77;1;2;2;Apartamento;chipichape;-76,52707;3,47573
Zona Norte;4;5;440;116;2;3;3;Apartamento;la flora;-76,52708;3,48931
Zona Sur;1;5;288;77,58;1;2;3;Apartamento;ciudad jardín;-76,52708;3,36481
Zona Norte;5;5;450;307;4;4;5;Apartamento;versalles;-76,52708;3,46439
Zona Norte;2;5;176;140;NA;3;3;Apartamento;san vicente;-76,52708;3,46405
Zona Norte;6;6;590;243;2;4;3;Apartamento;menga;-76,52711;3,49099
Zona Sur;3;4;350;123;2;3;3;Casa;valle del lili;-76,52712;3,36335
Zona Norte;6;4;225;73;1;3;2;Apartamento;versalles;-76,52712;3,4681
Zona Sur;2;6;950;256;4;6;4;Casa;ciudad jardín;-76,52713;3,35786
Zona Sur;2;5;440;172;2;4;3;Casa;san joaquín;-76,52714;3,37814
Zona Norte;1;5;470;152;2;2;3;Apartamento;chipichape;-76,52714;3,47538
Zona Centro;1;3;256;138;1;1;3;Casa;junin;-76,52715;3,4313
Zona Centro;2;3;390;303;1;4;7;Casa;junin;-76,52716;3,4349
Zona Sur;6;5;285;94;1;2;3;Apartamento;ciudad bochalema;-76,52716;3,43135
Zona Centro;2;3;250;150;1;2;9;Casa;junin;-76,52717;3,43552
Zona Sur;2;5;530;170;2;4;3;Casa;san joaquín;-76,52718;3,37655
Zona Sur;9;4;155;62;NA;2;2;Apartamento;valle del lili;-76,52719;3,40896
Zona Norte;1;4;330;240;1;2;3;Casa;la merced;-76,5272;3,48433
Zona Sur;2;5;390;282;1;4;5;Casa;la hacienda;-76,5272;3,39365
Zona Norte;1;5;520;370;NA;4;4;Casa;la flora;-76,5272;3,48433
Zona Norte;1;5;520;370;NA;4;4;Casa;la flora;-76,5272;3,48433
Zona Norte;1;5;520;300;NA;4;4;Casa;la flora;-76,5272;3,48433
Zona Norte;1;5;520;300;NA;4;4;Casa;la flora;-76,5272;3,48433
Zona Sur;NA;6;1150;222;2;4;3;Apartamento;pance;-76,5272;3,34832
Zona Sur;1;5;360;110;2;3;4;Apartamento;la hacienda;-76,52721;3,39409
Zona Sur;3;6;520;170;2;4;4;Casa;pance;-76,52721;3,35708
Zona Oeste;NA;6;1150;194;3;4;3;Apartamento;santa teresita;-76,52722;3,46041
Zona Sur;7;6;347;106,31;1;3;3;Apartamento;ciudad jardín;-76,52722;3,3647
Zona Sur;NA;3;315;119;NA;5;6;Casa;el guabal;-76,52724;3,41622
Zona Sur;9;6;310;93;1;3;3;Apartamento;ciudad jardín;-76,52724;3,36445
Zona Sur;11;6;360;92;1;2;3;Apartamento;ciudad jardín;-76,52724;3,36445
Zona Sur;2;5;690;240;2;4;4;Casa;el limonar;-76,52725;3,44376
Zona Sur;NA;5;580;550;2;4;4;Casa;el ingenio;-76,52725;3,38243
Zona Norte;NA;5;1400;480;NA;6;5;Casa;acopi;-76,52726;3,36365
Zona Sur;1;6;833;213;2;3;3;Apartamento;ciudad jardin pance;-76,52726;3,34865
Zona Norte;6;5;225;78;1;3;3;Apartamento;versalles;-76,52731;3,4627
Zona Sur;2;6;960;570;3;6;5;Casa;pance;-76,52733;3,34718
Zona Sur;2;6;1250;724;4;6;6;Casa;ciudad jardín;-76,52733;3,36345
Zona Sur;3;6;650;226;4;5;5;Casa;ciudad jardín;-76,52733;3,34718
Zona Sur;3;6;699;164;4;5;3;Apartamento;ponce;-76,52733;3,41198
Zona Sur;1;6;515;164;2;3;3;Apartamento;pance;-76,52733;3,35089
Zona Sur;3;4;240;160;1;3;4;Casa;valle del lili;-76,52734;3,37096
Zona Sur;2;6;730;335;3;7;5;Casa;pance;-76,52734;3,33632
Zona Sur;8;4;158;60;NA;2;3;Apartamento;zona sur;-76,52734;3,37096
Zona Sur;9;4;320;100;1;3;4;Apartamento;valle del lili;-76,52734;3,37096
Zona Sur;3;4;165;60;NA;2;3;Apartamento;valle del lili;-76,52734;3,37096
Zona Sur;2;4;210;76;1;2;2;Apartamento;valle del lili;-76,52734;3,37096
Zona Sur;1;5;300;90;NA;3;4;Apartamento;valle del lili;-76,52734;3,37096
Zona Sur;NA;6;1250;800;7;6;6;Casa;pance;-76,52739;3,34436
Zona Norte;5;5;190;145;NA;3;3;Apartamento;versalles;-76,5274;3,46356
Zona Norte;NA;5;580;380;NA;5;5;Casa;acopi;-76,52741;3,38498
Zona Norte;8;4;397;160,48;1;4;4;Apartamento;la campiña;-76,52741;3,48002
Zona Sur;5;6;245;50,3;2;1;1;Apartamento;pance;-76,52742;3,34364
Zona Sur;3;6;260;55;2;1;1;Apartamento;pance;-76,52742;3,34364
Zona Sur;NA;6;350;120;2;2;2;Apartamento;ciudad jardín;-76,52742;3,34364
Zona Sur;4;6;340;78;2;2;2;Apartamento;ciudad jardín;-76,52742;3,34363
Zona Centro;3;3;310;165;NA;4;6;Casa;guayaquil;-76,52744;3,44125
Zona Sur;NA;6;430;112;2;2;3;Apartamento;ciudad jardín;-76,52744;3,36474
Zona Sur;8;6;650;185;2;3;3;Apartamento;ciudad jardín;-76,52745;3,3696
Zona Sur;NA;3;190;180;NA;2;4;Casa;el guabal;-76,52748;3,41635
Zona Centro;1;3;430;223;1;5;7;Casa;junin;-76,52749;3,4345
Zona Sur;1;5;380;95;1;3;3;Apartamento;la hacienda;-76,5275;3,3958
Zona Sur;NA;5;280;80;1;2;3;Apartamento;la hacienda;-76,5275;3,39306
Zona Sur;5;5;370;82,45;2;2;3;Apartamento;la hacienda;-76,5275;3,39579
Zona Sur;2;6;530;170;2;4;4;Casa;pance;-76,52752;3,35779
Zona Sur;3;3;360;230;1;3;7;Casa;cristobal colón;-76,52753;3,42064
Zona Sur;3;6;530;150;2;4;3;Casa;ciudad jardín;-76,52753;3,35735
Zona Sur;NA;4;365;144;2;4;4;Casa;el limonar;-76,52754;3,40053
Zona Sur;3;6;515;64;2;4;4;Casa;Ciudad Jardín;-76,52754;3,35748
Zona Sur;NA;3;230;200;1;3;3;Casa;el guabal;-76,52755;3,41474
Zona Norte;3;5;420;125;2;3;3;Apartamento;chipichape;-76,52756;3,48006
Zona Sur;NA;6;870;245;1;4;3;Apartamento;zona sur;-76,52757;3,35436
Zona Sur;2;6;1100;320;8;6;4;Casa;pance;-76,52759;3,34644
Zona Sur;4;4;195;75;1;2;3;Apartamento;el limonar;-76,52759;3,40162
Zona Sur;1;6;410;149;2;4;3;Casa;ciudad jardín;-76,5276;3,36485
Zona Sur;2;6;280;95;1;2;3;Apartamento;zona sur;-76,5276;3,36485
Zona Sur;1;6;340;108;1;2;3;Apartamento;ciudad jardín;-76,5276;3,36485
Zona Sur;3;5;220;63;1;2;2;Apartamento;la hacienda;-76,52763;3,39515
Zona Norte;1;5;690;496;4;6;7;Casa;versalles;-76,52767;3,46355
Zona Sur;2;5;235;70;1;2;3;Apartamento;valle del lili;-76,52767;3,37154
Zona Norte;9;6;385;120;2;3;4;Apartamento;chipichape;-76,52767;3,47793
Zona Norte;3;4;225;95;1;3;3;Apartamento;la campiña;-76,52768;3,48216
Zona Sur;1;3;350;249;1;5;6;Casa;cristobal colón;-76,52769;3,42031
Zona Sur;NA;6;1900;850;8;7;6;Casa;pance;-76,52772;3,33984
Zona Sur;1;6;1700;380;2;4;4;Casa;pance;-76,52776;3,35065
Zona Sur;2;6;580;138;2;4;0;Apartamento;pance;-76,52778;3,34537
Zona Sur;7;6;300;92;1;2;3;Apartamento;ciudad jardín;-76,52779;3,364
Zona Centro;1;3;250;170;2;2;5;Casa;junin;-76,52779;3,43509
Zona Norte;NA;4;450;300;1;4;6;Casa;versalles;-76,5278;3,46275
Zona Sur;4;5;320;100;1;2;3;Apartamento;el ingenio;-76,5278;3,38077
Zona Sur;7;6;395;130;2;3;3;Apartamento;ciudad jardín;-76,52781;3,3656
Zona Norte;8;4;750;300;3;5;4;Apartamento;chipichape;-76,52782;3,47595
Zona Norte;2;4;300;163;1;3;3;Apartamento;san vicente;-76,52785;3,46701
Zona Sur;2;5;350;103;1;2;3;Casa;valle del lili;-76,52786;3,37724
Zona Sur;9;5;310;98;1;2;3;Apartamento;valle del lili;-76,52786;3,37724
Zona Sur;7;4;183;68;1;2;3;Apartamento;valle del lili;-76,52786;3,37724
Zona Sur;2;4;160;60;1;2;3;Apartamento;valle del lili;-76,52786;3,37724
Zona Sur;3;5;260;86;1;4;3;Apartamento;el ingenio;-76,52786;3,38576
Zona Sur;2;4;245;100;1;3;2;Casa;la selva;-76,52787;3,40856
Zona Centro;NA;3;310;203;NA;2;4;Casa;guayaquil;-76,52788;3,43874
Zona Sur;4;4;230;82;1;2;3;Apartamento;el caney;-76,52789;3,48383
Zona Sur;4;4;230;82;1;2;3;Apartamento;el caney;-76,52789;3,48383
Zona Sur;5;4;175;58;1;2;3;Apartamento;primero de mayo;-76,5279;3,40472
Zona Centro;1;3;220;150;1;3;4;Casa;junin;-76,52791;3,43662
Zona Sur;1;5;270;66;1;2;3;Apartamento;prados del limonar;-76,52792;3,3894
Zona Sur;1;5;260;68;1;2;3;Apartamento;el ingenio;-76,52792;3,37872
Zona Norte;4;4;250;118;1;2;3;Apartamento;versalles;-76,52793;3,46699
Zona Sur;NA;6;600;150;2;4;3;Apartamento;parcelaciones pance;-76,52793;3,35038
Zona Sur;6;6;400;110;2;3;3;Apartamento;ciudad jardín;-76,52793;3,36435
Zona Sur;2;6;250;94;3;2;3;Apartamento;ciudad jardín;-76,52793;3,36546
Zona Sur;1;6;350;99;1;3;3;Apartamento;la hacienda;-76,52794;3,44351
Zona Centro;1;3;235;147;2;4;5;Casa;junin;-76,52795;3,43784
Zona Norte;NA;5;500;313;2;4;6;Casa;versalles;-76,52797;3,4626
