Zona;piso;Estrato;precio_millon;Area_contruida;parqueaderos;Banos;Habitaciones;Tipo;Barrio;cordenada_longitud;Cordenada_latitud
Zona Sur;4;5;260;84;2;2;3;Apartamento;mayapan las vegas;-76,543;3,381
Zona Sur;NA;5;270;105;1;2;3;Apartamento;mayapan las vegas;-76,543;3,382
Zona Sur;NA;5;176;83;1;2;3;Apartamento;el ingenio;-76,543;3,4
Zona Sur;5;6;600;117;2;3;3;Apartamento;ciudad jardín;-76,543;3,356
Zona Sur;NA;6;400;103;2;3;3;Apartamento;ciudad jardín;-76,543;3,357
Zona Sur;5;5;180;74;1;2;3;Apartamento;capri;-76,543;3,393
Zona Sur;NA;5;350;96;2;3;3;Apartamento;capri;-76,543;3,387
Zona Sur;NA;5;300;180;1;3;4;Apartamento;capri;-76,543;3,386
Zona Sur;5;5;280;96;1;3;3;Apartamento;capri;-76,543;3,388
Zona Sur;NA;4;320;96;1;3;3;Apartamento;capri;-76,543;3,387
Zona Oeste;1;6;630;172;2;4;4;Apartamento;la arboleda;-76,543;3,448
Zona Sur;1;6;832;213;2;2;3;Apartamento;ciudad jardín;-76,54303;3,41923
Zona Sur;1;6;677;108;2;2;3;Apartamento;ciudad jardín;-76,54303;3,41923
Zona Sur;2;4;450;180;3;5;3;Casa;nueva tequendama;-76,54304;3,4137
Zona Sur;2;6;720;165;4;4;3;Apartamento;pance;-76,54304;3,35631
Zona Oeste;4;6;1200;290;6;4;3;Apartamento;normandía;-76,54304;3,45191
Zona Sur;5;5;270;85;1;2;3;Apartamento;gran limonar;-76,54304;3,40084
Zona Sur;3;5;500;279,5;3;5;4;Casa;nueva tequendama;-76,54307;3,4133
Zona Sur;1;6;460;145;2;5;3;Casa;ciudad jardín;-76,54307;3,45092
Zona Oeste;4;6;780;377;NA;4;3;Apartamento;santa teresita;-76,54307;3,45092
Zona Sur;5;4;210;86;1;2;3;Apartamento;el lido;-76,54307;3,45412
Zona Norte;NA;5;318;108;NA;2;3;Apartamento;la flora;-76,54307;3,45092
Zona Sur;11;5;390;125;2;5;4;Apartamento;nueva tequendama;-76,54308;3,41348
Zona Sur;11;5;390;125;2;5;4;Apartamento;nueva tequendama;-76,54308;3,41348
Zona Sur;NA;6;850;186;3;5;4;Apartamento;ciudad jardín;-76,54309;3,35621
Zona Sur;1;5;250;100;1;3;4;Apartamento;ciudad capri;-76,5431;3,38749
Zona Sur;4;5;270;125;2;3;4;Apartamento;mayapan las vegas;-76,54312;3,38122
Zona Sur;2;5;265;94;2;2;3;Apartamento;mayapan las vegas;-76,54314;3,38081
Zona Sur;2;6;1100;253;5;6;6;Casa;pance;-76,54315;3,35566
Zona Sur;3;5;240;75;2;2;3;Apartamento;el refugio;-76,54316;3,39792
Zona Sur;2;6;580;132;2;5;4;Apartamento;pance;-76,54316;3,35107
Zona Oeste;3;4;395;260;1;5;4;Casa;miraflores;-76,54317;3,44415
Zona Oeste;1;5;230;96;1;2;2;Apartamento;el peñon;-76,54317;3,4434
Zona Sur;3;5;206;80,83;2;4;4;Apartamento;mayapan las vegas;-76,54318;3,38631
Zona Sur;2;4;450;240;1;5;5;Casa;san fernando viejo;-76,5432;3,43585
Zona Oeste;3;4;395;260;NA;4;4;Casa;miraflores;-76,5432;3,44006
Zona Sur;3;5;480;161;4;6;6;Casa;tequendama;-76,54321;3,41337
Zona Sur;4;5;680;430;4;4;5;Casa;nueva tequendama;-76,54321;3,41337
Zona Sur;2;6;1400;300;7;5;3;Casa;ciudad jardín;-76,54321;3,34948
Zona Sur;4;5;180;100;1;3;3;Apartamento;capri;-76,54321;3,38885
Zona Sur;1;5;1150;420;2;3;4;Casa;gran limonar;-76,54321;3,40033
Zona Sur;2;3;240;100;1;2;3;Apartamento;nueva tequendama;-76,54322;3,41731
Zona Sur;NA;6;597;135,46;2;3;3;Apartamento;pance;-76,54325;3,34902
Zona Oeste;NA;6;650;204;2;4;4;Apartamento;arboledas;-76,54325;3,45075
Zona Sur;5;5;215;110;1;2;3;Apartamento;camino real;-76,54327;3,40516
Zona Sur;3;5;280;86;1;2;3;Apartamento;el limonar;-76,54328;3,4017
Zona Sur;2;4;240;130;NA;2;2;Apartamento;camino real;-76,54329;3,40055
Zona Sur;1;5;590;141;2;4;4;Apartamento;san fernando;-76,5433;3,43526
Zona Sur;2;5;365;230;2;3;4;Casa;nueva tequendama;-76,54334;3,41599
Zona Sur;NA;5;585;252;2;4;4;Casa;tequendama;-76,54335;3,41382
Zona Sur;2;5;320;220;3;3;5;Casa;nueva tequendama;-76,54335;3,41382
Zona Sur;1;5;570;320;4;5;4;Casa;nueva tequendama;-76,54335;3,41382
Zona Sur;8;5;400;137;2;3;3;Apartamento;tequendama;-76,54335;3,41382
Zona Sur;3;5;480;125;2;3;4;Apartamento;nueva tequendama;-76,54335;3,41382
Zona Sur;6;5;295;108;2;2;3;Apartamento;nueva tequendama;-76,54335;3,41382
Zona Sur;3;5;230;98;1;2;3;Apartamento;nueva tequendama;-76,54335;3,41382
Zona Sur;3;4;250;66;1;3;4;Apartamento;nueva tequendama;-76,54335;3,41382
Zona Sur;NA;5;210;110;1;3;4;Apartamento;camino real;-76,54335;3,4049
Zona Oeste;NA;5;1200;489;5;7;6;Casa;miraflores;-76,54338;3,44056
Zona Sur;2;5;850;420;4;5;7;Casa;el limonar;-76,54338;3,40033
Zona Norte;NA;4;500;160;NA;3;4;Casa;Cali;-76,5434;3,41064
Zona Sur;3;6;660;210;4;5;3;Apartamento;ciudad jardín;-76,54341;3,35627
Zona Sur;NA;4;390;200;3;4;4;Casa;camino real;-76,54343;3,40579
Zona Sur;2;4;220;90;1;3;4;Apartamento;el limonar;-76,54343;3,39798
Zona Sur;2;5;235;94;1;2;3;Apartamento;el limonar;-76,54345;3,39798
Zona Sur;1;4;210;68;1;2;3;Apartamento;cañaveralejo;-76,54345;3,40323
Zona Sur;2;5;400;296,37;4;4;7;Casa;cañaveralejo;-76,54346;3,40324
Zona Oeste;NA;6;1300;286;2;5;3;Apartamento;arboledas;-76,54346;3,45105
Zona Sur;5;5;280;85;2;2;3;Apartamento;el limonar;-76,54347;3,40019
Zona Sur;1;5;300;209;1;4;5;Apartamento;gran limonar;-76,54347;3,39744
Zona Sur;2;5;420;161;2;5;4;Casa;nueva tequendama;-76,54351;3,41326
Zona Sur;NA;5;600;200;1;5;10;Casa;mayapan las vegas;-76,54353;3,38433
Zona Sur;2;5;450;220;3;3;4;Casa;tequendama;-76,54353;3,40954
Zona Sur;1;5;480;160;NA;3;3;Casa;el limonar;-76,54353;3,34925
Zona Sur;2;5;750;470;2;6;9;Casa;el limonar;-76,54355;3,40333
Zona Sur;3;5;270;108;1;3;4;Apartamento;gran limonar;-76,54355;3,39637
Zona Sur;1;5;595;259;2;5;5;Casa;mayapan las vegas;-76,54356;3,38435
Zona Sur;2;5;221;104;1;3;4;Apartamento;el limonar;-76,54356;3,39684
Zona Sur;2;5;530;360;2;4;6;Casa;el limonar;-76,54356;3,40196
Zona Sur;2;5;500;345;NA;5;6;Casa;mayapan las vegas;-76,54357;3,38435
Zona Sur;2;6;750;285;1;5;4;Casa;ciudad jardín;-76,54357;3,3579
Zona Sur;4;5;179;110;1;3;4;Apartamento;zona sur;-76,54357;3,38998
Zona Sur;NA;5;340;98;1;3;2;Apartamento;el limonar;-76,54358;3,39413
Zona Oeste;1;5;548;217;NA;7;6;Casa;el peñon;-76,54359;3,44906
Zona Oeste;3;6;1100;230;2;5;4;Casa;normandía;-76,54359;3,45277
Zona Sur;3;6;405;150;1;5;4;Casa;ciudad jardín;-76,54359;3,35727
Zona Sur;NA;6;850;350;4;3;3;Casa;ciudad jardín;-76,54359;3,35741
Zona Sur;NA;6;780;350;4;4;3;Casa;ciudad jardín;-76,54359;3,35727
Zona Sur;2;6;750;166;2;5;3;Apartamento;ciudad jardín;-76,5436;3,35741
Zona Sur;2;5;260;108;1;3;3;Apartamento;el limonar;-76,54361;3,39633
Zona Sur;3;5;660;158;4;4;3;Apartamento;ciudad jardín;-76,54362;3,35616
Zona Sur;NA;5;170;77,8;NA;3;3;Apartamento;el limonar;-76,54363;3,40078
Zona Sur;NA;5;1500;455;1;3;6;Casa;tequendama;-76,54364;3,42458
Zona Sur;2;4;270;98;1;2;3;Apartamento;nueva tequendama;-76,54364;3,41755
Zona Sur;NA;6;1280;449;5;5;6;Casa;pance;-76,54368;3,34104
Zona Sur;3;4;370;61;1;5;4;Casa;el caney;-76,54368;3,38915
Zona Sur;4;6;850;185;3;5;3;Apartamento;parcelaciones pance;-76,54369;3,35114
Zona Sur;8;6;830;187;3;5;4;Apartamento;pance;-76,54369;3,35114
Zona Sur;4;6;845;187;2;5;4;Apartamento;pance;-76,54369;3,35114
Zona Sur;6;6;850;168;3;5;4;Apartamento;ciudad jardín;-76,54369;3,35114
Zona Sur;1;5;650;320;2;5;7;Casa;tequendama;-76,5437;3,42145
Zona Sur;NA;5;450;250;1;3;3;Casa;san fernando viejo;-76,5437;3,43323
Zona Sur;3;5;270;108;1;3;4;Apartamento;capri;-76,54372;3,38816
Zona Sur;1;5;330;130;1;3;3;Apartamento;mayapan las vegas;-76,54373;3,38221
Zona Sur;6;5;275;115;1;3;4;Apartamento;capri;-76,54373;3,39161
Zona Sur;8;6;650;185;2;3;3;Apartamento;ciudad jardín;-76,54375;3,43795
Zona Oeste;NA;4;650;84;2;7;9;Casa;miraflores;-76,54379;3,43769
Zona Sur;1;5;435;240;3;4;4;Casa;san fernando;-76,54381;3,43687
Zona Sur;2;5;560;375;2;5;5;Casa;capri;-76,54381;3,38989
Zona Oeste;6;6;560;137,5;2;3;3;Apartamento;normandía;-76,54381;3,45426
Zona Sur;4;5;195;89;1;2;2;Apartamento;capri;-76,54381;3,39279
Zona Sur;3;5;210;84;1;2;3;Apartamento;capri;-76,54381;3,38989
Zona Sur;4;5;225;108;2;3;4;Apartamento;capri;-76,54381;3,38821
Zona Sur;4;4;295;120;3;3;3;Apartamento;san fernando;-76,54383;3,43296
Zona Sur;2;6;1700;367;6;6;4;Casa;ciudad jardín;-76,54386;3,3526
Zona Sur;3;6;1600;630;4;7;4;Casa;ciudad jardín;-76,54387;3,3573
Zona Sur;1;6;850;530;4;4;3;Casa;ciudad jardín;-76,54387;3,3573
Zona Sur;1;6;1100;340;4;5;3;Casa;ciudad jardín;-76,54387;3,3573
Zona Sur;2;6;365;108;2;3;3;Apartamento;ciudad jardín;-76,54387;3,3573
Zona Sur;2;6;320;87;2;3;3;Apartamento;ciudad jardín;-76,54387;3,3573
Zona Sur;2;6;310;78,8;1;2;3;Apartamento;ciudad jardín;-76,54387;3,3573
Zona Sur;8;4;200;77;1;2;3;Apartamento;ciudad bochalema;-76,54387;3,3573
Zona Sur;8;4;200;77;1;2;3;Apartamento;ciudad bochalema;-76,54387;3,3573
Zona Sur;1;5;1300;450;4;5;6;Casa;pance;-76,54388;3,3487
Zona Sur;1;5;635;160;3;4;4;Casa;ciudad jardín;-76,54388;3,3487
Zona Sur;1;5;1125;348;4;5;5;Casa;ciudad jardín;-76,54388;3,3487
Zona Sur;1;5;1400;350;7;5;5;Casa;ciudad jardín;-76,54388;3,3487
Zona Sur;1;5;860;300;4;5;5;Casa;ciudad jardín;-76,54388;3,3487
Zona Sur;1;5;1400;530;NA;3;3;Casa;ciudad jardín;-76,54388;3,3487
Zona Sur;1;5;1120;348;NA;4;4;Casa;ciudad jardín;-76,54388;3,3487
Zona Sur;1;5;850;268;1;3;4;Casa;ciudad jardín;-76,54388;3,3487
Zona Sur;1;5;570;350;NA;2;3;Casa;ciudad jardín;-76,54388;3,3487
Zona Sur;NA;5;670;146;2;4;4;Casa;ciudad jardín;-76,54388;3,3487
Zona Sur;NA;6;570;350;NA;4;4;Casa;ciudad jardín;-76,54388;3,3487
Zona Sur;1;4;362;240;1;2;3;Casa;camino real;-76,54389;3,40633
Zona Oeste;6;5;330;70;1;3;3;Apartamento;normandía;-76,54389;3,45259
Zona Sur;5;4;190;70;1;2;3;Apartamento;cañaveralejo;-76,54389;3,4041
Zona Sur;2;5;220;96;1;3;4;Apartamento;gran limonar;-76,54391;3,3968
Zona Sur;2;5;220;96;1;3;4;Apartamento;gran limonar;-76,54391;3,3968
Zona Sur;2;5;450;178;3;4;5;Casa;guadalupe;-76,54396;3,43738
Zona Norte;NA;5;440;140;NA;5;4;Casa;nueva tequendama;-76,54398;3,41525
Zona Sur;1;5;395;160;4;3;4;Casa;camino real;-76,54398;3,40676
Zona Sur;1;4;650;350;2;4;7;Casa;tequendama;-76,54399;3,41747
Zona Sur;NA;4;540;360;4;5;5;Casa;urbanizacion lili;-76,544;3,364
Zona Sur;3;5;990;265;4;7;7;Casa;tequendama;-76,544;3,421
Zona Sur;NA;4;450;350;2;6;8;Casa;tequendama;-76,544;3,419
Zona Sur;NA;4;950;502;5;6;7;Casa;san fernando;-76,544;3,43
Zona Centro;NA;3;300;120;1;2;3;Casa;san cayetano;-76,544;3,445
Zona Sur;3;6;700;250;2;5;5;Casa;pance;-76,544;3,415
Zona Sur;2;6;1700;368;8;6;5;Casa;pance;-76,544;3,352
Zona Sur;NA;5;400;195;1;3;3;Casa;nueva tequendama;-76,544;3,413
Zona Sur;2;5;780;257;2;3;6;Casa;nueva tequendama;-76,544;3,422
Zona Sur;NA;5;460;340;3;5;5;Casa;nueva tequendama;-76,544;3,41
Zona Sur;NA;5;700;400;3;6;7;Casa;nueva tequendama;-76,544;3,415
Zona Sur;NA;5;330;164;1;2;4;Casa;nueva tequendama;-76,544;3,412
Zona Sur;2;5;750;350;5;5;8;Casa;el limonar;-76,544;3,397
Zona Sur;1;5;470;234;2;5;5;Casa;el limonar;-76,544;3,397
Zona Sur;NA;4;500;250;1;3;4;Casa;el gran limonar;-76,544;3,399
Zona Norte;NA;5;750;300;2;3;5;Casa;el gran limonar;-76,544;3,397
Zona Sur;2;4;270;180;1;3;3;Casa;ciudad real;-76,544;3,384
Zona Sur;1;6;1200;420;2;6;5;Casa;ciudad jardín;-76,544;3,357
Zona Sur;4;5;600;520;4;6;7;Casa;capri;-76,544;3,389
Zona Oeste;6;6;620;154;2;4;3;Apartamento;santa teresita;-76,544;3,454
Zona Oeste;5;6;1400;345;3;4;3;Apartamento;el peñon;-76,544;3,449
Zona Oeste;6;6;325;120;1;2;3;Apartamento;el peñon;-76,544;3,45
Zona Oeste;6;6;850;325;3;4;2;Apartamento;el peñon;-76,544;3,449
Zona Oeste;6;6;780;325;3;4;2;Apartamento;el peñon;-76,544;3,449
Zona Sur;NA;6;840;176;2;4;3;Apartamento;parcelaciones pance;-76,544;3,351
Zona Sur;NA;6;830;169;3;5;3;Apartamento;pance;-76,544;3,351
Zona Sur;NA;6;890;185;3;5;4;Apartamento;pance;-76,544;3,351
Zona Sur;NA;6;590;130;2;4;3;Apartamento;pance;-76,544;3,342
